29/04/2023,"gender
student's sex (binary: 'F' - female or 'M' - male)","age
student's age (numeric: from 15 to 22)","adress
student's home address type (binary: 'U' - urban or 'R' - rural)","famsize
family size (binary: 'LE3' - less or equal to 3 or 'GT3' - greater than 3)","Pstatus
parent's cohabitation status (binary: 'T' - living together or 'A' - apart)",M_Education,F_education,"Mjob
mother's job (nominal: 'teacher', 'health' care related, civil 'services' (e.g. administrative or police), 'at_home' or other","Fjob
father's job (nominal: 'teacher', 'health' care related, civil 'services' (e.g. administrative or police), 'at_home' or other",relationship_breakdown,smoker,avarage_tution_fee_cost,time_spent_with_friends,ssc_result,hsc_result
29/04/2023,M,22,U,LE3,T ,4,3,at_home ,teacher ,Yes ,No ,400000,1,3.97,4.27
29/04/2023,M,22,U,GT3,T ,2,2,other ,services ,Yes ,No ,100000,1,4.22,4.25
29/04/2023,F,22,U,GT3,T ,2,2,services ,teacher ,Yes ,No ,550000,1,4.16,4.44
29/04/2023,M,22,R,GT3,T ,4,4,at_home ,other ,No ,Yes ,850000,1,3.97,4.02
29/04/2023,M,22,R,GT3,T ,4,2,at_home ,health ,Yes ,No ,200000,1,4.68,4.46
29/04/2023,F,23,R,GT3,T ,3,4,at_home ,teacher ,No ,No ,550000,3,3.97,4.34
29/04/2023,M,21,U,LE3,T ,3,2,health ,teacher ,Yes ,No ,600000,2,4.27,4.22
29/04/2023,F,21,R,GT3,T ,2,2,health ,services ,Yes ,No ,500000,2,4.63,4.82
29/04/2023,M,21,R,GT3,T ,3,4,at_home ,teacher ,Yes ,Yes ,50000,1,4.13,4.24
29/04/2023,M,24,R,GT3,T ,3,4,at_home ,health ,No ,No ,250000,1,4.33,4.76
29/04/2023,F,21,U,GT3,T ,4,4,health ,health ,No ,Yes ,500000,1,4.22,4.37
29/04/2023,F,22,U,LE3,T ,3,4,services ,services ,Yes ,Yes ,850000,1,4.24,4.84
29/04/2023,F,24,R,LE3,T ,2,2,at_home ,health ,Yes ,No ,500000,1,4.92,3.97
29/04/2023,M,24,U,GT3,T ,4,4,services ,teacher ,No ,No ,800000,1,4.66,4.38
29/04/2023,F,21,R,GT3,T ,2,2,at_home ,other ,No ,No ,600000,1,4.44,4.22
29/04/2023,F,20,R,GT3,T ,2,2,services ,services ,Yes ,No ,500000,1,4.84,4.05
29/04/2023,F,20,R,LE3,T ,2,2,at_home ,services ,Yes ,Yes ,250000,2,4.92,4.05
29/04/2023,F,21,R,LE3,T ,2,2,at_home ,services ,No ,No ,300000,1,4.16,4.85
29/04/2023,M,23,U,GT3,T ,4,2,teacher ,health ,Yes ,No ,550000,4,4.28,4.87
29/04/2023,M,20,R,GT3,T ,2,4,health ,services ,Yes ,Yes ,50000,1,4.8,4.52
29/04/2023,M,23,R,LE3,T ,3,2,at_home ,teacher ,Yes ,Yes ,450000,2,4.22,4.88
29/04/2023,F,22,U,LE3,T ,3,4,at_home ,teacher ,Yes ,Yes ,450000,1,4.64,4.64
29/04/2023,F,24,U,GT3,T ,2,4,at_home ,health ,No ,No ,500000,1,3.95,4.47
29/04/2023,F,21,R,GT3,T ,4,2,health ,other ,No ,No ,550000,2,4.01,4.11
29/04/2023,M,21,R,LE3,T ,4,2,at_home ,services ,No ,Yes ,100000,1,4.05,3.97
29/04/2023,M,21,R,GT3,T ,2,3,other ,other ,Yes ,No ,700000,1,4.77,4.19
29/04/2023,M,24,R,GT3,T ,4,4,at_home ,health ,No ,No ,400000,1,4.44,4.27
29/04/2023,F,20,U,GT3,T ,2,4,at_home ,other ,Yes ,Yes ,850000,1,4.34,4.18
29/04/2023,F,23,U,GT3,T ,3,3,at_home ,health ,No ,No ,450000,1,4.44,4.13
29/04/2023,F,22,R,GT3,T ,4,3,at_home ,teacher ,No ,Yes ,450000,5,4.52,4.64
29/04/2023,F,24,R,LE3,T ,4,3,services ,services ,Yes ,Yes ,700000,1,4.44,4.72
29/04/2023,F,20,U,GT3,T ,2,2,teacher ,other ,No ,No ,550000,1,4.89,4.77
29/04/2023,F,23,U,GT3,T ,3,2,services ,health ,Yes ,Yes ,100000,2,4.48,4.28
29/04/2023,F,20,U,LE3,T ,2,3,at_home ,teacher ,Yes ,Yes ,400000,2,4.13,4.41
29/04/2023,M,24,R,LE3,T ,3,3,services ,services ,Yes ,Yes ,600000,3,4.51,4.45
29/04/2023,M,24,U,GT3,T ,3,4,services ,health ,No ,Yes ,550000,2,4.53,4.6
29/04/2023,F,20,U,GT3,T ,2,2,at_home ,health ,No ,No ,800000,5,4.24,4.49
29/04/2023,M,24,U,LE3,T ,4,3,services ,other ,Yes ,No ,800000,1,4.86,4.49
29/04/2023,F,21,R,GT3,T ,2,4,other ,services ,Yes ,No ,700000,1,4.56,4.81
29/04/2023,M,20,R,GT3,T ,3,2,teacher ,health ,Yes ,Yes ,500000,2,4.71,4.89
29/04/2023,M,22,U,GT3,T ,3,2,at_home ,health ,Yes ,No ,50000,2,4.25,4.3
29/04/2023,F,24,R,GT3,T ,4,3,other ,services ,Yes ,Yes ,300000,1,4.96,4.22
29/04/2023,F,22,R,GT3,T ,3,2,services ,teacher ,Yes ,Yes ,800000,2,4.91,4.5
29/04/2023,M,20,R,GT3,T ,3,4,at_home ,other ,No ,No ,500000,1,4.3,4.28
29/04/2023,F,24,R,GT3,T ,3,2,teacher ,other ,No ,No ,300000,1,5,4.77
29/04/2023,F,20,R,LE3,T ,3,4,other ,other ,Yes ,No ,500000,1,4.31,4.18
29/04/2023,M,22,U,GT3,T ,4,3,at_home ,other ,Yes ,Yes ,800000,1,4.29,4.36
29/04/2023,F,23,U,GT3,T ,3,4,health ,services ,No ,Yes ,250000,4,4.43,4.82
29/04/2023,M,20,U,GT3,T ,4,2,teacher ,services ,No ,No ,450000,1,4.6,4.51
29/04/2023,M,22,R,LE3,T ,4,3,at_home ,other ,No ,Yes ,800000,1,4.65,4.23
29/04/2023,F,20,R,GT3,T ,4,4,teacher ,teacher ,No ,Yes ,250000,5,4.38,4.67
29/04/2023,F,21,U,GT3,T ,4,2,health ,health ,Yes ,No ,600000,1,3.99,4.53
29/04/2023,M,24,U,LE3,T ,3,3,at_home ,services ,No ,Yes ,200000,1,4.41,4.15
29/04/2023,M,22,R,GT3,T ,3,3,other ,services ,Yes ,No ,850000,2,4.94,4.48
29/04/2023,M,24,R,GT3,T ,4,2,at_home ,services ,No ,Yes ,200000,2,4.84,4.37
29/04/2023,F,21,U,LE3,T ,3,2,services ,health ,Yes ,Yes ,450000,1,4.09,4.13
29/04/2023,F,20,U,GT3,T ,3,3,health ,teacher ,No ,No ,250000,1,4.11,4.75
29/04/2023,M,20,R,GT3,T ,3,4,services ,services ,Yes ,Yes ,600000,1,4.57,4.84
29/04/2023,F,22,U,GT3,T ,2,4,other ,services ,Yes ,Yes ,500000,1,4.86,4.83
29/04/2023,F,20,U,GT3,T ,3,4,other ,other ,No ,No ,200000,4,4.55,4.74
29/04/2023,F,24,U,GT3,T ,2,2,at_home ,services ,Yes ,Yes ,300000,1,4.16,4.85
29/04/2023,M,24,R,GT3,T ,2,3,teacher ,teacher ,Yes ,Yes ,600000,1,4.92,4.8
29/04/2023,F,22,R,GT3,T ,3,4,health ,health ,No ,No ,450000,1,4.38,4.36
29/04/2023,F,24,U,LE3,T ,4,3,teacher ,teacher ,No ,Yes ,300000,1,4.88,4.2
29/04/2023,F,20,R,GT3,T ,4,3,at_home ,health ,Yes ,No ,200000,1,4.78,3.99
29/04/2023,M,20,R,GT3,A ,3,4,at_home ,teacher ,Yes ,Yes ,250000,5,4.27,3.96
29/04/2023,M,21,U,LE3,T ,4,4,services ,health ,No ,Yes ,400000,3,3.95,4.63
29/04/2023,F,23,U,GT3,T ,2,4,health ,health ,Yes ,Yes ,700000,1,4.99,4.59
29/04/2023,F,20,R,GT3,A ,3,2,at_home ,health ,No ,Yes ,300000,1,3.95,4.88
29/04/2023,F,22,U,LE3,T ,4,2,at_home ,teacher ,No ,No ,800000,1,4.16,4.71
29/04/2023,M,22,R,GT3,T ,3,2,at_home ,services ,No ,No ,250000,1,4.68,4.68
29/04/2023,F,21,R,LE3,T ,3,2,at_home ,health ,No ,Yes ,250000,1,4.49,4.83
29/04/2023,M,23,U,GT3,T ,4,3,other ,health ,No ,No ,400000,3,4.34,3.97
29/04/2023,F,24,U,GT3,T ,4,4,other ,other ,No ,Yes ,450000,1,4.96,4.03
29/04/2023,F,22,U,GT3,T ,4,2,at_home ,health ,Yes ,No ,550000,1,4.99,4.02
29/04/2023,M,21,R,GT3,T ,4,2,other ,other ,No ,Yes ,700000,1,4.42,4.79
29/04/2023,M,21,U,LE3,T ,3,3,services ,health ,Yes ,No ,450000,1,4.31,4.69
29/04/2023,F,22,R,LE3,T ,4,4,services ,teacher ,No ,Yes ,450000,1,4.23,4.27
29/04/2023,M,22,U,GT3,T ,4,2,teacher ,services ,No ,No ,500000,3,4.74,4.3
29/04/2023,F,20,R,GT3,T ,2,3,other ,teacher ,Yes ,No ,50000,1,4.65,4.54
29/04/2023,M,24,R,GT3,T ,4,3,health ,health ,No ,Yes ,850000,2,4.97,4.48
29/04/2023,F,23,R,GT3,T ,4,3,teacher ,services ,Yes ,Yes ,250000,1,4.47,4.07
29/04/2023,F,23,R,GT3,T ,2,4,at_home ,teacher ,No ,Yes ,500000,1,4.23,4.15
29/04/2023,F,22,U,GT3,T ,3,3,teacher ,teacher ,Yes ,No ,800000,1,4.71,4.4
29/04/2023,F,23,U,GT3,T ,2,3,at_home ,health ,No ,No ,700000,2,3.97,4.31
29/04/2023,M,22,U,GT3,T ,3,3,at_home ,teacher ,Yes ,No ,100000,1,4.86,4.36
29/04/2023,M,21,R,GT3,T ,2,2,at_home ,teacher ,No ,Yes ,500000,2,4.59,4.84
29/04/2023,M,22,R,LE3,T ,2,3,at_home ,teacher ,Yes ,No ,100000,3,4.97,4.49
29/04/2023,M,21,U,LE3,T ,2,4,other ,teacher ,Yes ,Yes ,250000,1,4.83,4.69
29/04/2023,M,20,R,GT3,T ,4,3,health ,other ,No ,Yes ,400000,1,4.85,4.85
29/04/2023,M,23,R,GT3,T ,4,3,at_home ,health ,Yes ,No ,100000,3,4.23,4.7
29/04/2023,M,20,R,GT3,T ,2,3,teacher ,teacher ,Yes ,No ,250000,1,4.72,4.75
29/04/2023,M,22,R,GT3,T ,4,4,services ,teacher ,Yes ,Yes ,450000,2,4.28,4.86
29/04/2023,F,21,U,GT3,T ,4,3,health ,services ,Yes ,No ,500000,1,4.53,4.4
29/04/2023,F,22,U,GT3,T ,4,4,teacher ,services ,Yes ,No ,600000,4,4.72,4.55
29/04/2023,M,23,U,GT3,T ,2,4,at_home ,services ,No ,Yes ,250000,1,4.76,4.64
29/04/2023,F,21,R,LE3,T ,2,2,health ,other ,No ,No ,250000,1,4.72,4.69
29/04/2023,M,22,R,GT3,T ,3,2,at_home ,services ,Yes ,No ,450000,4,4.63,4.34
29/04/2023,M,23,U,LE3,T ,3,2,teacher ,services ,Yes ,No ,200000,1,4.5,4.25
29/04/2023,F,21,U,GT3,T ,2,2,at_home ,other ,No ,Yes ,850000,1,4.21,4.19
29/04/2023,F,22,R,GT3,T ,3,4,at_home ,health ,No ,No ,700000,4,4.94,4.23
29/04/2023,M,21,R,GT3,T ,3,4,at_home ,teacher ,Yes ,No ,600000,1,4.7,4.89
29/04/2023,M,20,R,GT3,T ,3,2,at_home ,health ,Yes ,No ,800000,1,3.99,4.72
29/04/2023,F,22,U,GT3,T ,2,3,teacher ,other ,No ,No ,50000,1,4.63,4.2
29/04/2023,F,22,U,GT3,T ,3,2,at_home ,teacher ,No ,Yes ,100000,1,4.23,4.27
29/04/2023,F,24,R,GT3,T ,4,3,at_home ,teacher ,Yes ,No ,800000,3,4.06,4.23
29/04/2023,F,20,U,GT3,T ,3,2,services ,health ,No ,No ,400000,1,3.98,4.57
29/04/2023,F,22,R,GT3,T ,3,4,at_home ,services ,Yes ,No ,250000,2,4.88,4.24
29/04/2023,F,20,R,GT3,T ,4,2,at_home ,other ,Yes ,No ,200000,1,4.18,4.06
29/04/2023,F,21,R,LE3,T ,3,3,health ,services ,Yes ,No ,450000,2,4.53,4.26
29/04/2023,F,21,U,GT3,T ,2,2,at_home ,other ,Yes ,No ,450000,1,4.21,4.38
29/04/2023,F,20,R,GT3,T ,3,4,at_home ,teacher ,No ,No ,50000,1,4.56,4.57
29/04/2023,F,24,R,GT3,A ,4,2,services ,other ,Yes ,No ,550000,2,4.45,4.45
29/04/2023,F,21,R,GT3,T ,4,4,services ,teacher ,Yes ,No ,300000,1,4.5,4.35
29/04/2023,F,21,U,LE3,T ,4,4,health ,services ,Yes ,No ,850000,1,4.47,4.3
29/04/2023,F,21,R,LE3,T ,4,4,at_home ,teacher ,Yes ,No ,300000,5,4.01,4.69
29/04/2023,M,20,U,GT3,T ,4,4,services ,services ,Yes ,Yes ,550000,1,4.35,4.23
29/04/2023,F,22,U,GT3,T ,2,3,services ,services ,No ,No ,500000,1,4.28,4.18
29/04/2023,F,22,R,GT3,T ,2,3,other ,health ,No ,Yes ,450000,2,4.25,4.4
29/04/2023,F,24,R,GT3,T ,4,2,at_home ,teacher ,Yes ,No ,550000,1,4.02,4.02
29/04/2023,M,21,R,LE3,T ,2,2,services ,services ,No ,No ,700000,2,4.96,4.78
29/04/2023,F,24,U,GT3,T ,3,2,health ,teacher ,Yes ,Yes ,600000,1,4.83,4.43
29/04/2023,M,20,R,GT3,T ,3,2,other ,other ,Yes ,No ,100000,3,4.71,4.26
29/04/2023,M,22,R,GT3,T ,2,4,at_home ,services ,No ,No ,100000,1,4.45,4.2
29/04/2023,M,20,R,GT3,T ,3,2,at_home ,at_home ,Yes ,No ,100000,1,4.31,4.11
29/04/2023,M,22,R,GT3,T ,4,3,services ,services ,Yes ,No ,100000,1,4.23,4.68
29/04/2023,M,23,U,GT3,T ,2,3,services ,teacher ,No ,Yes ,300000,1,4.37,4.68
29/04/2023,F,24,R,GT3,T ,2,4,health ,teacher ,Yes ,No ,100000,2,4.55,4.16
29/04/2023,F,22,R,LE3,T ,3,4,health ,health ,Yes ,No ,300000,1,4.63,4.59
29/04/2023,M,22,R,GT3,T ,3,3,at_home ,teacher ,No ,Yes ,450000,1,4.92,4.11
29/04/2023,F,23,R,LE3,T ,3,3,health ,services ,Yes ,No ,100000,2,4.69,4.04
29/04/2023,F,24,R,GT3,T ,2,2,services ,teacher ,Yes ,No ,400000,1,4.62,4.65
29/04/2023,M,24,U,GT3,T ,3,2,other ,other ,No ,Yes ,100000,2,4.88,4.71
29/04/2023,M,24,U,LE3,T ,4,3,at_home ,services ,No ,No ,400000,1,4.02,4.04
29/04/2023,F,21,R,LE3,T ,4,4,at_home ,teacher ,No ,No ,100000,1,4.69,4.39
29/04/2023,M,23,U,GT3,T ,2,2,health ,other ,Yes ,Yes ,250000,4,4.32,4.59
29/04/2023,M,20,U,LE3,T ,4,4,at_home ,services ,Yes ,No ,250000,3,4.03,3.95
29/04/2023,M,24,R,GT3,T ,2,4,other ,other ,Yes ,Yes ,550000,1,4.72,3.97
29/04/2023,F,21,R,GT3,T ,4,2,at_home ,health ,No ,No ,400000,5,4.18,4.13
29/04/2023,M,22,U,GT3,A ,2,2,at_home ,other ,No ,Yes ,500000,1,4.69,4.04
29/04/2023,F,21,R,LE3,T ,4,2,at_home ,other ,No ,Yes ,850000,1,4.98,3.96
29/04/2023,M,21,U,GT3,T ,4,3,at_home ,health ,No ,No ,800000,1,4.36,4.34
29/04/2023,M,24,U,LE3,T ,3,3,at_home ,health ,No ,No ,600000,4,4.72,4.03
29/04/2023,M,24,R,GT3,T ,4,2,at_home ,other ,Yes ,Yes ,100000,3,4.77,3.95
29/04/2023,M,20,U,GT3,T ,2,4,health ,health ,Yes ,No ,50000,2,4.35,4.21
29/04/2023,F,21,R,LE3,T ,4,2,at_home ,teacher ,No ,No ,850000,4,4.02,4.52
29/04/2023,F,20,U,LE3,T ,3,2,at_home ,services ,No ,No ,400000,1,4.93,4.86
29/04/2023,M,24,U,LE3,T ,4,4,at_home ,services ,Yes ,Yes ,200000,1,4.26,3.98
29/04/2023,F,22,R,LE3,T ,4,2,at_home ,services ,Yes ,Yes ,600000,1,4.97,4.56
29/04/2023,M,23,U,GT3,T ,3,3,services ,services ,No ,Yes ,850000,3,4.62,4.82
29/04/2023,F,20,R,GT3,T ,4,4,at_home ,other ,Yes ,No ,850000,1,3.97,4.4
29/04/2023,M,20,R,GT3,T ,3,3,services ,services ,Yes ,No ,100000,1,4.49,4.24
29/04/2023,M,24,R,GT3,T ,2,2,at_home ,other ,Yes ,Yes ,200000,4,4.4,4.09
29/04/2023,M,21,U,GT3,T ,3,2,at_home ,other ,Yes ,No ,400000,3,4.9,4.87
29/04/2023,M,22,U,GT3,T ,3,3,teacher ,health ,No ,Yes ,300000,5,4.67,4.32
29/04/2023,M,24,R,GT3,T ,4,3,at_home ,teacher ,Yes ,No ,850000,1,4.74,3.99
29/04/2023,M,21,R,LE3,T ,3,4,at_home ,services ,Yes ,Yes ,800000,1,4.75,4.73
29/04/2023,M,21,R,GT3,T ,3,3,at_home ,other ,Yes ,Yes ,600000,2,3.94,4.82
29/04/2023,M,22,R,GT3,T ,3,4,services ,health ,No ,No ,600000,1,4.56,4.59
29/04/2023,M,21,U,GT3,T ,2,4,at_home ,teacher ,Yes ,Yes ,250000,1,4.33,4.54
29/04/2023,M,20,R,LE3,T ,3,2,services ,services ,No ,No ,400000,1,4.44,4.88
29/04/2023,M,21,U,LE3,T ,3,4,health ,other ,No ,No ,550000,1,4.11,4.4
29/04/2023,M,20,U,GT3,T ,4,4,health ,health ,Yes ,Yes ,700000,1,4.92,4.21
29/04/2023,F,20,U,GT3,T ,4,4,at_home ,services ,Yes ,Yes ,400000,4,4.63,4.04
29/04/2023,F,23,U,GT3,T ,3,2,teacher ,teacher ,Yes ,No ,250000,2,4.97,4.68
29/04/2023,M,21,R,GT3,T ,2,4,services ,health ,Yes ,No ,250000,1,4.56,4.55
29/04/2023,M,20,R,GT3,T ,3,3,other ,services ,No ,No ,550000,1,4.95,3.97
29/04/2023,M,24,R,GT3,T ,3,2,at_home ,teacher ,No ,Yes ,800000,1,4.95,4.52
29/04/2023,F,22,U,LE3,T ,2,4,at_home ,services ,Yes ,Yes ,50000,1,4.18,4.3
29/04/2023,M,21,R,LE3,T ,4,2,at_home ,other ,Yes ,Yes ,450000,3,4.45,4.2
29/04/2023,M,24,R,GT3,T ,4,2,at_home ,teacher ,Yes ,No ,800000,1,4.36,4.53
29/04/2023,F,21,R,GT3,T ,2,2,other ,other ,No ,Yes ,100000,1,4.6,3.97
29/04/2023,F,23,U,LE3,T ,3,2,teacher ,health ,No ,No ,450000,1,4.93,4.66
29/04/2023,F,23,U,GT3,T ,2,4,health ,at_home ,Yes ,No ,200000,1,4.21,4
29/04/2023,F,22,R,GT3,T ,4,2,teacher ,health ,No ,No ,100000,1,4.07,3.97
29/04/2023,F,23,U,GT3,A ,2,3,health ,health ,No ,No ,800000,1,3.93,4.6
29/04/2023,M,21,R,LE3,T ,4,2,at_home ,health ,Yes ,No ,700000,1,4.21,4.33
29/04/2023,F,21,R,GT3,T ,2,3,other ,health ,Yes ,Yes ,250000,2,4.79,4.64
29/04/2023,M,24,R,GT3,T ,4,4,at_home ,teacher ,No ,Yes ,100000,1,4.9,4.77
29/04/2023,F,20,U,LE3,T ,4,2,services ,other ,No ,No ,700000,1,4.15,4.48
29/04/2023,M,24,R,LE3,T ,3,4,services ,other ,Yes ,Yes ,800000,1,4.67,4.84
29/04/2023,M,20,R,LE3,T ,2,2,at_home ,health ,Yes ,No ,400000,1,4.17,4.04
29/04/2023,M,23,U,LE3,T ,4,2,teacher ,health ,No ,Yes ,50000,1,4.47,4.41
29/04/2023,F,20,R,LE3,T ,3,4,at_home ,health ,No ,No ,800000,1,4.18,4.69
29/04/2023,M,20,U,GT3,T ,4,3,other ,services ,Yes ,Yes ,100000,3,4.98,4.7
29/04/2023,F,20,R,LE3,T ,2,2,teacher ,teacher ,No ,Yes ,250000,1,4.52,4.64
29/04/2023,F,22,U,GT3,T ,2,2,teacher ,teacher ,No ,No ,200000,1,4.35,4.89
29/04/2023,F,21,U,GT3,T ,4,2,at_home ,services ,Yes ,No ,200000,3,4.83,4.62
29/04/2023,M,22,R,GT3,T ,3,3,teacher ,health ,No ,No ,450000,1,4.53,4.23
29/04/2023,F,24,R,LE3,T ,3,4,services ,teacher ,No ,Yes ,550000,1,4.02,4.88
29/04/2023,M,21,U,GT3,T ,2,4,at_home ,services ,No ,No ,200000,3,4.71,3.98
29/04/2023,M,21,U,LE3,T ,2,3,at_home ,other ,No ,No ,850000,4,4.44,4.11
29/04/2023,M,22,R,GT3,T ,3,2,at_home ,teacher ,Yes ,Yes ,300000,1,4.15,4.13
29/04/2023,F,21,U,LE3,T ,4,2,at_home ,health ,Yes ,No ,450000,5,4.74,4.27
29/04/2023,M,24,R,GT3,T ,2,2,at_home ,other ,No ,No ,250000,2,4.42,4.1
29/04/2023,F,21,R,GT3,T ,3,4,at_home ,other ,No ,Yes ,800000,1,4.92,4.82
29/04/2023,M,21,U,GT3,T ,3,2,at_home ,other ,Yes ,Yes ,200000,5,4.72,4.74
29/04/2023,M,24,U,GT3,T ,4,4,at_home ,health ,No ,Yes ,250000,1,4.52,3.95
29/04/2023,M,21,R,GT3,T ,2,3,teacher ,teacher ,Yes ,Yes ,450000,1,4.7,4.33
29/04/2023,F,23,U,GT3,T ,4,4,at_home ,teacher ,No ,Yes ,400000,1,4.21,4.22
29/04/2023,F,20,U,LE3,T ,3,2,other ,health ,Yes ,Yes ,500000,2,4.33,4.15
29/04/2023,F,22,U,GT3,T ,3,3,at_home ,health ,No ,No ,50000,2,4.19,4.41
29/04/2023,F,24,U,LE3,T ,2,4,teacher ,health ,No ,Yes ,800000,1,4.4,4.7
29/04/2023,F,24,R,GT3,T ,4,3,other ,teacher ,Yes ,No ,850000,1,4.75,4.33
29/04/2023,M,22,R,LE3,T ,3,3,at_home ,teacher ,No ,Yes ,550000,1,4.6,4.79
29/04/2023,F,21,R,GT3,T ,3,2,other ,health ,Yes ,No ,800000,1,4.4,4.81
29/04/2023,M,24,R,GT3,T ,2,4,at_home ,other ,Yes ,Yes ,500000,1,4.65,4.68
29/04/2023,F,24,U,LE3,T ,4,4,services ,teacher ,Yes ,No ,50000,1,4.17,4.88
29/04/2023,M,24,R,LE3,T ,4,2,teacher ,teacher ,Yes ,No ,550000,3,4.83,4.48
29/04/2023,F,21,R,LE3,T ,4,3,at_home ,services ,Yes ,Yes ,850000,1,4.88,4.13
29/04/2023,M,21,R,GT3,T ,4,2,at_home ,teacher ,No ,Yes ,250000,4,4.39,4.14
29/04/2023,M,23,U,GT3,T ,4,2,teacher ,health ,No ,No ,550000,3,4.05,3.98
29/04/2023,F,22,R,LE3,T ,3,2,services ,services ,Yes ,Yes ,250000,1,4.61,4.56
29/04/2023,M,22,U,GT3,T ,2,2,services ,health ,No ,No ,800000,1,4.36,4.13
29/04/2023,F,22,R,GT3,T ,4,4,at_home ,services ,Yes ,No ,500000,1,4.48,4.29
29/04/2023,M,23,U,LE3,T ,4,3,health ,teacher ,Yes ,Yes ,250000,1,4.61,4.48
29/04/2023,M,23,R,GT3,T ,3,3,at_home ,services ,Yes ,Yes ,700000,2,4.82,4.39
29/04/2023,M,20,U,GT3,T ,3,3,at_home ,health ,No ,Yes ,600000,1,4.37,4.24
29/04/2023,M,24,U,LE3,T ,3,2,at_home ,health ,No ,Yes ,700000,4,4.38,4.13
29/04/2023,F,20,U,GT3,T ,2,2,other ,teacher ,No ,No ,250000,1,4.25,4.72
29/04/2023,M,21,R,GT3,T ,3,3,health ,teacher ,Yes ,No ,600000,3,4.58,4.64
29/04/2023,F,24,R,GT3,T ,2,4,at_home ,teacher ,Yes ,Yes ,100000,1,4.95,4.12
29/04/2023,F,21,U,GT3,T ,2,3,at_home ,health ,Yes ,No ,300000,2,4.25,4.83
29/04/2023,F,21,U,GT3,T ,4,4,teacher ,services ,No ,No ,500000,1,4.72,4.44
29/04/2023,F,23,R,GT3,T ,4,4,other ,health ,Yes ,No ,600000,1,3.98,4.09
29/04/2023,M,24,U,GT3,T ,4,2,at_home ,other ,No ,Yes ,100000,1,3.99,4.76
29/04/2023,F,21,U,GT3,T ,3,4,at_home ,health ,Yes ,Yes ,400000,1,4.4,4.29
29/04/2023,M,22,U,GT3,T ,4,4,health ,services ,No ,Yes ,700000,1,4.15,4.6
29/04/2023,F,23,U,GT3,T ,4,3,other ,health ,Yes ,Yes ,700000,4,4.38,4.14
29/04/2023,F,23,R,GT3,T ,4,2,teacher ,health ,Yes ,Yes ,100000,1,4.46,4.43
29/04/2023,F,24,R,LE3,T ,4,3,teacher ,other ,Yes ,No ,400000,1,4.57,4.67
29/04/2023,M,23,R,GT3,T ,4,2,services ,teacher ,Yes ,Yes ,50000,1,4.53,4.72
29/04/2023,F,24,U,LE3,T ,4,2,at_home ,services ,No ,No ,300000,1,4.81,4.59
29/04/2023,F,21,U,GT3,A ,2,2,health ,services ,Yes ,No ,50000,1,4.32,4.63
29/04/2023,F,23,U,GT3,T ,3,4,at_home ,services ,No ,Yes ,450000,1,4.05,4.04
29/04/2023,F,20,R,LE3,T ,4,3,services ,other ,No ,Yes ,700000,1,4.91,4.36
29/04/2023,F,21,U,GT3,T ,4,2,teacher ,services ,No ,Yes ,450000,1,4.31,4.49
29/04/2023,F,22,U,GT3,T ,3,2,other ,health ,Yes ,No ,200000,1,4.64,4.02
29/04/2023,F,24,R,GT3,T ,4,3,at_home ,services ,Yes ,No ,700000,1,4.32,4.75
29/04/2023,M,22,U,GT3,T ,3,2,at_home ,health ,No ,Yes ,300000,1,4.68,4.63
29/04/2023,F,22,U,GT3,T ,2,3,teacher ,health ,No ,No ,400000,1,4.02,4.2
29/04/2023,M,21,U,GT3,T ,4,3,at_home ,services ,No ,Yes ,700000,1,4.85,4.48
29/04/2023,M,23,U,GT3,T ,4,2,at_home ,services ,No ,Yes ,600000,1,4.59,4.58
29/04/2023,F,22,U,LE3,T ,4,3,at_home ,services ,Yes ,Yes ,450000,1,4.22,4.86
29/04/2023,F,24,U,GT3,T ,2,3,at_home ,health ,No ,Yes ,100000,1,4.48,4.45
29/04/2023,F,22,U,LE3,T ,2,4,services ,health ,Yes ,No ,450000,2,4.12,4.63
29/04/2023,M,23,U,LE3,T ,4,4,services ,other ,No ,No ,300000,1,4.73,4.54
29/04/2023,F,23,R,GT3,T ,3,4,teacher ,health ,Yes ,No ,600000,1,4.35,4.79
29/04/2023,M,23,U,GT3,T ,3,2,health ,services ,Yes ,Yes ,550000,1,4.17,4.3
29/04/2023,M,24,R,GT3,T ,4,3,teacher ,other ,Yes ,Yes ,400000,1,4.81,4.45
29/04/2023,M,24,R,LE3,T ,4,2,at_home ,services ,Yes ,Yes ,400000,1,4.36,4.37
29/04/2023,F,22,U,GT3,T ,4,2,services ,services ,Yes ,No ,700000,1,4.02,4.22
29/04/2023,F,22,U,GT3,T ,4,3,services ,teacher ,No ,No ,800000,2,4.41,4.83
29/04/2023,F,21,R,GT3,T ,4,2,at_home ,teacher ,No ,No ,300000,2,4.08,4.78
29/04/2023,F,22,U,LE3,T ,2,3,teacher ,health ,No ,Yes ,600000,2,4.09,4.09
29/04/2023,M,21,U,GT3,T ,3,2,at_home ,services ,Yes ,No ,500000,2,4.04,4.14
29/04/2023,M,22,U,GT3,T ,3,4,at_home ,services ,Yes ,No ,450000,1,4.91,4.71
29/04/2023,F,24,U,GT3,A ,3,4,at_home ,services ,Yes ,Yes ,200000,1,4.59,4.01
29/04/2023,M,21,R,GT3,T ,3,2,at_home ,services ,No ,Yes ,700000,2,4.59,4.54
